FILE_ID	SOURCE	TARGET
prevencion-colorrectal-pdq	Estos riesgos tal vez sean más altos en las personas mayores, los hombres y quienes presentan factores de riesgo de enfermedades concurrentes que favorecen las hemorragias. 	Es posible que estos riesgos sean más altos para las personas de edad avanzada, los hombres y las personas que tienen afecciones relacionadas con mayor riesgo de sangrado.
prevencion-colorrectal-pdq	En varios estudios de observación se indicó una disminución del riesgo de cáncer de colon entre las mujeres que recibieron complementos posmenopáusicos de hormonas femeninas. 	En los estudios se observó que la terapia de reemplazo hormonal (TRH) combinada, que incluye tanto estrógeno como progestina, reduce el riesgo de cáncer de colon invasivo en las mujeres posmenopáusicas.
prevencion-colorrectal-pdq	En varios estudios de casos y controles se ha explorado la relación entre el riesgo de cáncer de colon, el consumo de carnes o grasas, al igual que el consumo de proteínas y la ingesta calórica. Si bien se ha observado una relación directa entre este cáncer y el consumo de carnes o la ingesta de grasas, los resultados han sido contradictorios.	En algunos estudios se observó que una alimentación con alto contenido de grasa, proteínas, calorías y carne aumenta el riesgo de cáncer colorrectal, pero esto no se observó en otros estudios.
prevencion-cuello-uterino-pdq	Uso prolongado de anticonceptivos orales 	Usar anticonceptivos orales durante mucho tiempo
prevencion-cuello-uterino-pdq	entre las mujeres infectadas por el VPH, aquellas que usaron anticonceptivos orales durante 5 a 9 años tienen una incidencia aproximadamente 3 veces más alta de cáncer invasor; aquellas que los usaron durante 10 años o más tienen un riesgo aproximadamente 4 veces más alto. 	Entre las mujeres infectadas por el VPH, aquellas que han usado anticonceptivos orales ("la píldora") entre 5 y 9 años, tienen un riesgo 3 veces mayor de cáncer de cuello uterino que las mujeres que nunca han usado anticonceptivos orales.
prevencion-cuello-uterino-pdq	Sobre la base de pruebas sólidas, el tabaquismo tanto activo como pasivo se relaciona con un aumento de riesgo de cáncer de cuello uterino en mujeres infectadas por el VPH. 	Entre las mujeres infectadas por el VPH, aquellas que fuman cigarrillos o respiran el humo por exposición pasiva al humo de tabaco tienen un aumento de riesgo de cáncer de cuello uterino.
prevencion-cuello-uterino-pdq	Abstinencia sexual 	Evitar la actividad sexual
prevencion-cuello-uterino-pdq	Las reacciones alérgicas son excepcionales. 	Las reacciones alérgicas son poco frecuentes.
prevencion-cuello-uterino-pdq	En la actualidad, es de aceptación amplia que el virus del papiloma humano (VPH) es la causa etiológica principal de la infección que ocasiona casi todos los casos de cáncer de cuello uterino. 	La infección por el virus del papiloma humano (VPH), que se transmite por el contacto sexual, casi siempre es la causa del cáncer de cuello uterino.
prevencion-cuello-uterino-pdq	Se han identificado más de 80 tipos distintos de VPH, aproximadamente 30 de los cuales infectan el aparato genital humano. 	Hay más de 80 tipos de virus del papiloma humano, de los que casi 30 tipos pueden infectar el cuello uterino.
prevencion-cuello-uterino-pdq	La inmunodepresión conduce a la persistencia de la infección vírica con un aumento en el riesgo subsiguiente de neoplasia de cuello uterino. 	Tener el sistema inmunitario debilitado por la inmunodepresión aumenta el riesgo de infección por el VPH y de cáncer de cuello uterino.
prevencion-cuello-uterino-pdq	Se ha establecido que la infección con el VPH es una causa necesaria en casi todos los casos de cáncer de cuello uterino y el principal modo de trasmisión sexual es el coito. 	Casi todos los casos de cáncer de cuello uterino obedecen a una infección por VPH, que se transmite por actividad sexual.
prevencion-cuello-uterino-pdq	Este riesgo aumenta cuanto más larga e intensa es la duración del tabaquismo. 	El riesgo aumenta con el número de cigarrillos que se fuman por día y durante cuánto tiempo ha fumado la mujer.
tratamiento-vulva-pdq	Los labios mayores son el sitio más común de compromiso del carcinoma de vulva y representan cerca de 50 % de los casos. 	El cáncer de vulva afecta con mayor frecuencia los labios mayores de la vagina.
tratamiento-vulva-pdq	Número elevado de parejas sexuales. 	Muchas parejas sexuales.
tratamiento-vulva-pdq	Antecedentes de pruebas de Pap anormales. 	Antecedentes de pruebas de Pap (frotis de Pap) anormales.
tratamiento-vulva-pdq	Prurito vulvar	Picazón que no desaparece en el área de la vulva
tratamiento-vulva-pdq	Lesión vulvar	Un bulto o masa en la vulva que parece una verruga o una úlcera
tratamiento-vulva-pdq	Colposcopia	Colposcopia: procedimiento para el que se usa un colposcopio (un instrumento con aumento y luz) a fin de observar el interior de la vagina y el cuello uterino, y detectar áreas anormales.
tratamiento-vulva-pdq	Cistoscopia	Cistoscopia: procedimiento para observar el interior de la vejiga y la uretra a fin de detectar áreas anormales.
tratamiento-vulva-pdq	Proctoscopia	Proctoscopia: procedimiento para examinar el interior del recto y el ano con un proctoscopio y verificar si hay áreas anormales.
tratamiento-vulva-pdq	Urografía o pielografía intravenosa (IV)	Pielograma intravenoso (PIV): serie de radiografías de los riñones, los uréteres y la vejiga para determinar si el cáncer se diseminó a estos órganos.
tratamiento-vulva-pdq	IA: Lesiones que miden ≤2 cm confinadas en la vulva o el perineo, con invasión estromal de ≤1,0 mmb, sin metástasis ganglionares. 	En el estadio IA, el tumor mide 2 cm o menos, y se diseminó 1 mm o menos dentro del tejido de la vulva o el perineo.
tratamiento-vulva-pdq	IB: Lesiones que miden >2 cm o con invasión estromal de >1,0 mmb, confinadas en la vulva o el perineo, sin compromiso ganglionar. 	En el estadio IB, el tumor mide más de 2 cm o se diseminó más de 1 milímetro dentro del tejido de la vulva o el perineo.
tratamiento-vulva-pdq	II: Tumor de cualquier tamaño con diseminación a las estructuras perineales adyacentes (tercio inferior de la uretra, tercio inferior de la vagina, ano) sin compromiso ganglionar. 	En el estadio II, el tumor es de cualquier tamaño y se diseminó a la parte inferior de la uretra, la parte inferior de la vagina o el ano.
tratamiento-vulva-pdq	IV: Tumor con invasión de otras estructuras regionales (dos tercios superiores de la uretra o dos tercios superiores de la vagina) o lejanas. 	En el estadio IV, el tumor se diseminó a la parte superior de la uretra, la parte superior de la vagina o a otras partes del cuerpo.
tratamiento-vulva-pdq	IVA(i):  Tumor con invasión de alguna de las siguientes estructuras: parte superior de la uretra, mucosa vaginal, mucosa vesical o mucosa rectal; o fijación al ilíaco. 	El cáncer se diseminó al revestimiento de la parte superior de la uretra, la parte superior de la vagina, la vejiga o el recto, o el cáncer se pegó al ilíaco (hueso de la pelvis).
tratamiento-vulva-pdq	El tratamiento primario estándar del cáncer de vulva es quirúrgico. 	La cirugía es el tratamiento más común para la neoplasia intraepitelial de la vulva (VIN) y el cáncer de vulva.
tratamiento-vulva-pdq	El objetivo de la cirugía es extirpar o destruir la lesión VIN completa y preservar las características anatómicas y funcionales de la vulva. 	El objetivo de la cirugía es extraer todo el cáncer de vulva sin afectar la función sexual de la mujer.
tratamiento-vulva-pdq	No hay un abordaje de tratamiento estándar del cáncer de vulva en estadio IVB. 	No hay un tratamiento estándar para el cáncer de vulva en estadio IVB.
tratamiento-tne-pdq	Los tumores endocrinos de páncreas pertenecen a un conjunto de tipos de células tumorales que se llaman TNE de páncreas. Estos tumores se originan en las células de los islotes.	Los tumores que se forman en las células de los islotes se llaman tumores de células de los islotes, tumores endocrinos de páncreas o tumores neuroendocrinos (TNE) de páncreas.
tratamiento-tne-pdq	El síndrome de Zollinger-Ellison es una afección que se caracteriza por una enfermedad ulcerosa péptica implacable, diarrea e hiperacidez gástrica relacionada con un tumor productor de gastrina.	Cuando aumenta el ácido estomacal, las úlceras de estómago y la diarrea se deben a un tumor que elabora gastrina; esto se llama síndrome de Zollinger-Ellison.
tratamiento-tne-pdq	Los insulinomas tienen mayores probabilidades de ser benignos que malignos. 	Por lo general, los insulinomas son benignos (no cancerosos).
tratamiento-tne-pdq	Insulinoma	Insulinoma: es un tumor que se forma en las células que elaboran insulina.
tratamiento-tne-pdq	Alrededor de 75 % de los glucagonomas son malignos. 	La mayoría de glucagonomas son malignos (cáncer).
tratamiento-tne-pdq	Considerar ablación por radiofrecuencia o criocirugía, si no es resecable. 	Ablación por radiofrecuencia o ablación por criocirugía, si el cáncer no se puede extirpar en una operación.
tratamiento-laringe-pdq	La laringe se divide en las tres regiones anatómicas siguientes: 	La laringe consta de tres partes principales:
tratamiento-laringe-pdq	La laringe supraglótica, que incluye la epiglotis, las cuerdas vocales falsas, los ventrículos, los pliegues aritenoepiglóticos y los aritenoides. 	Supraglotis: parte superior de la laringe ubicada por encima de las cuerdas vocales que contiene la epiglotis.
tratamiento-laringe-pdq	Si un paciente que solo ha tenido un cáncer continúa fumando y consumiendo bebidas alcohólicas, disminuye la posibilidad de curación del cáncer inicial, por cualquier modalidad de tratamiento, y aumenta el riesgo de que se presente un segundo tumor. 	Los pacientes con cáncer de laringe que siguen fumando y bebiendo tienen menos probabilidades de cura y más probabilidades de tener un segundo tumor.
tratamiento-laringe-pdq	La gran mayoría de los cánceres de laringe exhiben una histología de células escamosas. 	La mayor parte de los cánceres de laringe se forman en las células escamosas, que son células delgadas y planas que revisten el interior de la laringe.
tratamiento-laringe-pdq	Tumor con invasión a través de la corteza externa del cartílago tiroides o invasión de tejidos fuera de la laringe (por ejemplo, la tráquea; los tejidos blandos del cuello, como los músculos extrínsecos profundos de la lengua; los músculos infrahioideos; la tiroides o el esófago) 	El cáncer se diseminó a través del cartílago tiroideo o se diseminó a los tejidos fuera de la laringe, como el cuello, la tráquea, la tiroides o el esófago.
tratamiento-laringe-pdq	Tumor con diseminación a una o ambas cuerdas vocales, con movilidad normal o deteriorada. 	El cáncer se diseminó a una o ambas cuerdas vocales y es posible que estas no funcionen de forma normal.
tratamiento-laringe-pdq	N2a: Metástasis en un solo ganglio linfático ipsilateral que mide >3 cm pero no >6 cm en su mayor dimensión y ENE-. 	El cáncer se diseminó a 1 ganglio linfático del mismo lado del cuello que el tumor primario; el ganglio linfático mide más de 3 cm, pero no más de 6 cm.
tratamiento-laringe-pdq	N2c: Metástasis en ganglios linfáticos bilaterales o contralaterales, ninguno mide >6 cm en su mayor dimensión y ENE-. 	El cáncer se diseminó a ganglios linfáticos de ambos lados del cuello o del lado contrario al tumor primario; los ganglios linfáticos no miden más de 6 cm.
tratamiento-laringe-pdq	Los pacientes que fuman durante la radioterapia tienen tasas más bajas de respuesta y supervivencias más cortas que los pacientes que no fuman; por lo tanto, deberá aconsejarse a los pacientes sobre el abandono del tabaquismo antes de iniciar la radioterapia. 	La radioterapia quizá actúe mejor en pacientes que dejaron de fumar antes de comenzar el tratamiento.
tratamiento-laringe-pdq	Laringectomía supraglótica. 	Laringectomía supraglótica: cirugía para extirpar solo la supraglotis.
tratamiento-laringe-pdq	Quimioterapia neoadyuvante seguida de quimiorradioterapia simultánea. 	Quimioterapia, seguida de quimioterapia y radioterapia combinadas.
tratamiento-corteza-suprarrenal-infantil-pdq	Los tumores de corteza suprarrenal en los niños por lo general se presentan durante los primeros 5 años de vida (mediana de edad, 3–4 años), aunque hay un segundo punto máximo de incidencia más bajo durante la adolescencia. 	La mayoría de los tumores de corteza suprarrenal infantiles se forman durante los primeros 5 años de vida, pero a veces se forman durante la adolescencia.
tratamiento-corteza-suprarrenal-infantil-pdq	Los pacientes con tumores pequeños, sin importar las características histológicas, tienen un desenlace excelente cuando se tratan con cirugía sola. 	El pronóstico es bueno para los pacientes con tumores pequeños que se extirparon por completo mediante cirugía.
tratamiento-llc-pdq	β2-microglobulina. 	Prueba de la microglobulina beta-2: prueba de laboratorio para medir la microglobulina beta-2, una proteína pequeña que se encuentra normalmente en la superficie de muchas células, incluso de los linfocitos y, en cantidades pequeñas, en la sangre y en la orina.
deteccion-cuello-uterino-pdq	Sobre la base de datos probatorios sólidos, los exámenes de detección periódicos del cáncer de cuello uterino con la prueba de Papanicolaou (Pap) en una población apropiada de mujeres reducen la mortalidad por este cáncer. 	Los estudios muestran que el número de casos y muertes por cáncer de cuello uterino se reducen en gran medida mediante su detección con la prueba de Pap.
deteccion-cuello-uterino-pdq	Sobre la base de datos probatorios sólidos, la prueba conjunta del virus del papiloma humano (VPH) y de Pap se relaciona con más resultados positivos falsos que la prueba de Pap sola. 	Cuando se realiza una prueba de Pap junto con una prueba del VPH, los resultados positivos falsos son más comunes.
deteccion-cuello-uterino-pdq	El virus del papiloma humano (VPH), es un virus oncogénico y el microorganismo causal del cáncer de cuello uterino y las enfermedades neoplásicas relacionadas. 	La infección por el virus del papiloma humano es el principal factor de riesgo de cáncer de cuello uterino.
deteccion-cuello-uterino-pdq	Sin embargo, la mayoría de las mujeres infectadas por VPH nunca presentan un cáncer de cuello uterino; en consecuencia, esta infección es necesaria, pero no suficiente, para que se presente un cáncer. 	A pesar de que la mayoría de las mujeres con cáncer de cuello uterino tienen una infección por el virus del papiloma humano (VPH), no todas las que tienen esta infección presentarán este tipo de cáncer.
deteccion-cuello-uterino-pdq	Las tasas de mortalidad por cáncer de cuello uterino fueron históricamente mucho más altas (dos veces más altas o más) en mujeres negras que en mujeres blancas menores de 50 años	Durante los últimos años, el número de muertes por cáncer de cuello uterino ha sido levemente más alto en mujeres negras menores de 50 años que en mujeres blancas menores de 50 años
deteccion-cuello-uterino-pdq	Las mujeres en este grupo etario tienen un riesgo muy bajo de cáncer de cuello uterino y es muy probable que las anomalías en la células cervicales desaparezcan por sí solas. 	Las mujeres de este grupo de edad tienen un riesgo muy bajo de cáncer de cuello uterino y es probable que cualquier célula anormal desaparezca por su cuenta.
tratamiento-lmc-pdq	Cuando hay 20 % o más blastocitos acompañados de fiebre, malestar y esplenomegalia progresiva, el paciente ha entrado en crisis blástica. 	Cuando se presenta cansancio, fiebre y bazo agrandado durante la fase blástica, el trastorno se llama crisis blástica.
vitamina-c-pdq	La administración intravenosa de vitamina C de dosis de más de 500 mg produce concentraciones sanguíneas de ascorbato mucho más altas que la administración oral de la misma dosis. 	Cuando se administra por infusión intravenosa, la concentración de vitamina C en la sangre es mucho más alta que cuando se toma por boca.
vitamina-c-pdq	En dos estudios de administración de vitamina C en dosis altas a pacientes de cáncer, se notificó una mejora de la calidad de vida y una disminución de los efectos tóxicos relacionados con el cáncer. 	En algunos estudios se observó que, las dosis altas intravenosas de vitamina C en pacientes con cáncer mejoraron la calidad de vida además de disminuir los efectos secundarios
vitamina-c-pdq	Además, es un cofactor de varias enzimas y cumple una función importante en la síntesis del colágeno. 	También actúa sobre las enzimas que desempeñan una función clave en la elaboración del colágeno.
vitamina-c-pdq	En un estudio, se demostró que el tratamiento IV con vitamina C mejoró la calidad de vida y disminuyó los efectos secundarios relacionados con el cáncer en los pacientes con esta enfermedad. 	En un estudio se encontró que los pacientes que recibieron la vitamina C intravenosa tuvieron mejor calidad de vida y menos efectos secundarios que quienes no la recibieron.
vitamina-c-pdq	En estos estudios también se encontró que las concentraciones plasmáticas de vitamina C son más altas luego de la administración IV que en la oral, y que estas concentraciones se mantienen durante más de 4 horas. 	En los estudios también se observó que las concentraciones de vitamina C en la sangre son más altas cuando se administra por vía intravenosa que cuando se toma por boca, y que duran más de 4 horas.
vitamina-c-pdq	Se administró quimioterapia durante 6 meses y vitamina C IV durante 12 meses. 	La vitamina C intravenosa se administró durante la quimioterapia y durante 6 meses después de la quimioterapia.
vitamina-c-pdq	La incorporación de la vitamina C IV disminuyó la toxicidad relacionada con la quimioterapia. 	Los pacientes que recibieron vitamina C intravenosa presentaron menos efectos secundarios de la quimioterapia.
vitamina-c-pdq	Están en curso ensayos con dosis altas IV de vitamina C junto con otros medicamentos. 	Hay más estudios en curso sobre la combinación de dosis altas intravenosas de vitamina C con otros medicamentos.
vitamina-c-pdq	En informes de casos se indicó que los pacientes con deficiencia de glucosa-6-fosfato deshidrogenasa (G6PD) deben evitar las dosis altas de vitamina C debido al riesgo de presentar hemólisis. 	En informes de casos se observó que los pacientes con una afección hereditaria conocida como deficiencia de G6PD no deben recibir dosis altas de vitamina C, ya que tal vez produzca hemólisis (afección en la que se destruyen los glóbulos rojos).
vitamina-c-pdq	Es posible que la vitamina C aumente la biodisponibilidad del hierro, por lo tanto, se desaconsejan las dosis altas de vitamina en los pacientes con hemocromatosis. 	Debido a que la vitamina C a veces hace que el cuerpo absorba y use más fácilmente el hierro, no se recomiendan las dosis altas de vitamina C para los pacientes con hemocromatosis (afección en la que el cuerpo capta y almacena más hierro del que necesita).
vitamina-c-pdq	Es posible que la vitamina C ocasione interacciones adversas con algunos antineoplásicos cuando se administra en dosis altas. 	Cuando se combinan dosis altas de vitamina C con ciertos medicamentos contra el cáncer, es posible que no sean tan eficaces.
vitamina-c-pdq	Los pacientes toleraron bien el tratamiento combinado y no se notificaron efectos adversos de importancia. 	No se notificaron efectos secundarios graves con el tratamiento combinado.
tratamiento-timoma-infantil-pdq	El timoma y el carcinoma tímico se originan en las células epiteliales del timo, y se presentan como una masa en el mediastino anterior. 	El timoma y el carcinoma tímico son dos tipos de cáncer que se forman en las células que cubren el exterior del timo.
tratamiento-timoma-infantil-pdq	Opresión torácica	Dolor o sensación de opresión en el pecho
tratamiento-timoma-infantil-pdq	No ofrece pautas ni recomendaciones formales para tomar decisiones relacionadas con la atención sanitaria. 	No provee pautas ni recomendaciones formales para tomar decisiones relacionadas con la atención de la salud.
tratamiento-testiculo-pdq	La mayoría de los cánceres de testículo son tumores de células germinativas. 	Casi todos los cánceres de testículo empiezan en las células germinativas.
tratamiento-testiculo-pdq	Criptorquidia (retención testicular). 	Criptorquidia (falta de descenso del testículo).
tratamiento-testiculo-pdq	Para los hombres con tumores no seminomatosos diseminados, las variables que se relacionan de manera independiente con un pronóstico desfavorable son las siguientes: 	Un tumor no seminomatoso es de pronóstico desfavorable si se presenta por lo menos una de las condiciones siguientes:
tratamiento-testiculo-pdq	Marcadores tumorales séricos muy elevados. 	La concentración de uno o más marcadores tumorales es alta.
tratamiento-testiculo-pdq	Orquiectomía inguinal radical seguida de radioterapia dirigida a los ganglios linfáticos abdominales y pélvicos. 	Cirugía para extirpar el testículo, seguida por radioterapia en los ganglios linfáticos del abdomen y la pelvis.
tratamiento-testiculo-pdq	Orquiectomía inguinal radical seguida de quimioterapia multifarmacológica. 	Cirugía para extirpar el testículo, seguida por quimioterapia combinada.
tratamiento-testiculo-pdq	Observación de las masas residuales que miden menos de 3 cm y resección quirúrgica de las masas que miden más de 3 cm. 	Vigilancia de los tumores que miden menos de 3 cm y cirugía para extirpar los tumores que miden más de 3 cm.
tratamiento-testiculo-pdq	TEP con 18F-FDG 2 meses después de finalizar la quimioterapia con observación de las masas no identificables en la TEP y resección de las masas identificables en la TEP. 	Tomografía por emisión de positrones (TEP) 2 meses después de la quimioterapia y cirugía para extirpar tumores que se vean cancerosos en la tomografía.
tratamiento-testiculo-pdq	Cáncer de testículo recidivante 	El cáncer de testículo recidivante es cáncer que recidivó (volvió) después de que se trató.
gonzalez-pdq	Quienes proponen el régimen Gonzalez creen que las toxinas de fuentes como los alimentos procesados y la contaminación ambiental causan cáncer en los seres humanos. 	Quienes respaldan el uso del régimen Gonzalez creen que las toxinas (sustancias perjudiciales) en el ambiente y los alimentos procesados hacen que el cáncer se forme en el cuerpo.
gonzalez-pdq	Se piensa que estas toxinas se acumulan en los tejidos y que, a lo largo del tiempo, provocan desequilibrios en el sistema nervioso autónomo, disminuyen la respuesta inmunitaria normal y originan el daño celular que conduce al cáncer. 	Se piensa que estas toxinas se acumulan en los tejidos del cuerpo, impiden el funcionamiento correcto de procesos importantes del cuerpo y permiten que se origine el cáncer.
gonzalez-pdq	Según los proponentes del régimen, si fuera posible neutralizar y eliminar estas toxinas del cuerpo, se podría detener tanto los cánceres recientes como los cánceres arraigados, y se restablecería la salud general. 	La teoría indica que, si fuese posible destruir las toxinas y eliminarlas del cuerpo, el cáncer dejaría de crecer.
gonzalez-pdq	El uso de enemas de café se basa en la creencia de que la introducción del café en el intestino mejora el funcionamiento hepático y estimula el vaciado de la vesícula biliar que, a su vez, potencia la eliminación de toxinas y desechos del cuerpo. 	Se agregan los enemas de café porque se piensa que ayudan a mejorar la capacidad del hígado de eliminar toxinas del cuerpo.
gonzalez-pdq	La tasa más baja de metástasis se observó en las ratas que recibieron la dosis de 2 % de enzimas y citrato de magnesio. 	El cáncer se diseminó a menos lugares en las ratas que recibieron la dosis más baja de enzimas y citrato de magnesio.
tratamiento-melanoma-ocular-pdq	El melanoma de tracto uveal (iris, cuerpo ciliar y coroides), aunque es poco frecuente, es la neoplasia maligna primaria de ojo más común en los adultos.	El melanoma ocular es un cáncer raro que se forma a partir de las células que producen melanina en el iris, el cuerpo ciliar y la coroides. Es el cáncer ocular más frecuente en los adultos.
tratamiento-melanoma-ocular-pdq	Piel clara. 	Ser de piel blanca.
tratamiento-melanoma-ocular-pdq	La incidencia comparativamente baja de los melanomas de iris se atribuye a las características específicas de estos tumores; es decir, tienden a ser pequeños, de crecimiento lento y permanecen relativamente inactivos en comparación con los tumores del área posterior. Los melanomas de iris casi nunca producen metástasis.	A menudo, el melanoma ocular de iris es un tumor pequeño de crecimiento lento que pocas veces se disemina a otras partes del cuerpo.
tratamiento-melanoma-ocular-pdq	La mayoría de los melanomas uveales son completamente asintomáticos al principio. 	El melanoma ocular a veces no produce signos ni síntomas tempranos.
tratamiento-melanoma-ocular-pdq	El melanoma uveal a menudo tiene una configuración nodular o en forma de cúpula pero, en ocasiones, hay tumores planos o difusos con poca elevación que comprometen amplias áreas de la úvea.	Aunque la mayoría de los tumores de melanoma ocular son abultados, algunos son planos. Estos tumores difusos crecen y se extienden por toda la úvea.
tratamiento-melanoma-ocular-pdq	A veces se encuentra diseminación extraocular en la órbita de un melanoma de coroides en ojos con tumores medianos y grandes, pero es muy infrecuente en ojos con melanomas pequeños. 	El melanoma ocular de coroides a menudo es más grande y es más probable que se disemine a otras partes del cuerpo que el melanoma de iris.
tratamiento-melanoma-ocular-pdq	1: El tumor mide ≤12 mm de diámetro y ≤3 mm de grosor	El tumor mide hasta 12 mm de ancho y hasta 3 mm de grosor
tratamiento-melanoma-ocular-pdq	El tumor mide ≤9 mm de diámetro y 3,1–6 mm de grosor. 	el tumor mide hasta 9 mm de ancho y de 3,1 a 6 mm de grosor.
tratamiento-melanoma-ocular-pdq	2: El tumor mide 12,1–18 mm de diámetro y ≤3 mm de grosor	El tumor mide de 12,1 a 18 mm de ancho y hasta 3 mm de grosor;
tratamiento-melanoma-ocular-pdq	El tumor mide 9,1–15 mm de diámetro y 3,1–6 mm de grosor	el tumor mide de 9,1 a 15 mm de ancho y de 3,1 a 6 mm de grosor
tratamiento-melanoma-ocular-pdq	El tumor mide ≤12 mm de diámetro y 6,1–9 mm de grosor. 	el tumor mide hasta 12 mm de ancho y de 6,1 a 9 mm de grosor.
tratamiento-melanoma-ocular-pdq	3: El tumor mide 15,1–18 mm de diámetro y 3,1–6 mm de grosor	El tumor mide de 15,1 a 18 mm de ancho y de 3,1 a 6 mm de grosor;
tratamiento-melanoma-ocular-pdq	El tumor mide 12,1–18 mm de diámetro y 6,1–9 mm de grosor	el tumor mide de 12,1 a 18 mm de ancho y de 6,1 a 9 mm de grosor;
tratamiento-melanoma-ocular-pdq	El tumor mide ≤18 mm de diámetro y 9,1–12 mm de grosor	el tumor mide hasta 18 mm de ancho y de 9,1 a 12 mm de grosor
tratamiento-melanoma-ocular-pdq	El tumor mide ≤15 mm de diámetro y 12,1–15 mm de grosor. 	el tumor mide hasta 15 mm de ancho y de 12,1 a 15 mm de grosor.
tratamiento-melanoma-ocular-pdq	4: El tumor mide >18 mm de diámetro y tiene cualquier grosor	El tumor mide más de 18 mm de ancho y tiene cualquier grosor;
tratamiento-melanoma-ocular-pdq	El tumor mide 15,1–18 mm de diámetro y >12 mm de grosor	el tumor mide de 15,1 a 18 mm de ancho y más de 12 mm de grosor
tratamiento-melanoma-ocular-pdq	El tumor mide ≤15 mm de diámetro y >15 mm de grosor. 	el tumor mide hasta 15 mm de ancho y más de 15 mm de grosor.
tratamiento-melanoma-ocular-pdq	Es esencial documentar con fotografías para registrar la progresión de tamaño o crecimiento del tumor. 	Se obtienen imágenes durante un tiempo para registrar el tamaño del tumor y la rapidez con que crece.
tratamiento-melanoma-ocular-pdq	Observación. Esta estrategia es importante para los pacientes con diagnóstico incierto o sin crecimiento del tumor registrado.	La observación cautelosa se usa para pacientes que no tienen signos o síntomas y cuyo tumor no está creciendo.
tratamiento-melanoma-ocular-pdq	Enucleación cuando se considera que el tumor es demasiado grande como para utilizar abordajes para preservar el ojo. 	Enucleación cuando el tumor es demasiado grande para aplicar tratamientos que permitan salvar el ojo.
tratamiento-lla-adultos-pdq	La LLA (también llamada leucemia linfocítica aguda) es un tipo de leucemia muy maligna que se caracteriza por la presencia de demasiados linfoblastos o linfocitos en la médula ósea y la sangre periférica. 	En la leucemia linfoblástica aguda (LLA), hay demasiadas células madre que se convierten en linfoblastos, linfocitos B o linfocitos T. Estas células también se llaman células leucémicas y no son capaces de combatir bien las infecciones.
tratamiento-lla-adultos-pdq	Fiebre o sudoración nocturna. 	Fiebre o sudores nocturnos excesivos.
tratamiento-lla-adultos-pdq	Pérdida de peso inesperada o anorexia	Pérdida de peso o de apetito
tratamiento-lla-adultos-pdq	Médula ósea anormal con más de 5 % de blastocitos. 	Más de 5 % de las células en la médula ósea son blastocitos (células leucémicas).
tratamiento-lla-adultos-pdq	La médula ósea es normocelular con 5 % de blastocitos o menos. 	5 % o menos de las células en la médula ósea son blastocitos (células leucémicas).
tratamiento-lla-adultos-pdq	No hay signos o síntomas de leucemia en el sistema nervioso central u otra infiltración extramedular. 	No hay signos ni síntomas de leucemia en ninguna otra parte del cuerpo además de la médula ósea.
tratamiento-labio-boca-pdq	La cavidad oral abarca desde el borde labiocutáneo en la parte delantera hasta la unión de los paladares duro y blando en la parte superior, y hasta la línea de papilas caliciformes en la parte inferior. 	La cavidad oral incluye los labios, el paladar duro (parte delantera del techo de la boca formada por hueso), el paladar blando (parte posterior del techo de la boca formada por músculo), el trígono retromolar (espacio detrás de las muelas del juicio), los dos tercios delanteros de la lengua, la encía, la mucosa bucal (revestimiento interno del labio y la mejilla) y el piso de la boca (área debajo de la lengua).
tratamiento-labio-boca-pdq	Piso de la boca. 	El piso de la boca debajo de la lengua.
tratamiento-labio-boca-pdq	Los pacientes con cánceres de cabeza y cuello tienen una mayor posibilidad de un segundo tumor primario en el tracto aerodigestivo superior. 	Los pacientes que tuvieron cáncer de labio y de cavidad oral tienen un aumento del riesgo de contraer un segundo cáncer de cabeza o cuello.
tratamiento-labio-boca-pdq	T1: Tumor que mide ≤2 cm con DOI ≤5 mm. 	El tumor mide 2 cm o menos y se diseminó a 5 mm o menos de profundidad. 		*DOI: profundidad de invasión ('depth of invasion')	0.6975	Y	Y
tratamiento-labio-boca-pdq	I: T1, N0, M0 T1 = tumor que mide ≤2 cm con DOI ≤5 mm. 	El tumor mide 2 cm o menos y se diseminó a 5 mm o menos de profundidad.
tratamiento-labio-boca-pdq	Se usa la escisión quirúrgica con injerto de piel de espesor parcial o radioterapia para el tratamiento de lesiones T1 más grandes. 	Cirugía (escisión local amplia) con injerto de piel o radioterapia para los tumores más grandes.
tratamiento-labio-boca-pdq	Se debe considerar la radioterapia con haz externo, con radioterapia intersticial o sin esta, después de la cirugía para las lesiones más grandes. 	Cirugía (escisión local amplia) seguida de radioterapia externa o radioterapia interna o sin esta para los tumores grandes.
tratamiento-labio-boca-pdq	Cirugía, con resección de bordes y disección del cuello o mandibulectomía parcial con disección del cuello, según corresponda. 	Cirugía (escisión local amplia), en la que a veces se extirpa una parte del hueso de la mandíbula, con disección del cuello o sin esta.
tratamiento-labio-boca-pdq	La cirugía es el tratamiento preferido, si se usó radioterapia en un inicio. 	Cirugía, si antes se usó radioterapia.
deteccion-pulmon-pdq	Exámenes que dan resultados positivos falsos 	Los exámenes pueden tener resultados positivos falsos.
