Type	Rank	Freq	Range	NormFreq	NormRange
vertebral adenocarcinoma	43362	1	1	1.073	0.005
vertebral al	43362	1	1	1.073	0.005
vertebral arriba	43362	1	1	1.073	0.005
vertebral cada	43362	1	1	1.073	0.005
vertebral carcinoma	43362	1	1	1.073	0.005
vertebral ciertos	43362	1	1	1.073	0.005
vertebral completa	43362	1	1	1.073	0.005
vertebral consulte	43362	1	1	1.073	0.005
vertebral donde	43362	1	1	1.073	0.005
vertebral estadio	43362	1	1	1.073	0.005
vertebral estos	43362	1	1	1.073	0.005
vertebral está	43362	1	1	1.073	0.005
vertebral g	43362	1	1	1.073	0.005
vertebral muy	43362	1	1	1.073	0.005
vertebral participación	43362	1	1	1.073	0.005
vertebral realice	43362	1	1	1.073	0.005
vertebral suelen	43362	1	1	1.073	0.005
vertebral terapia	43362	1	1	1.073	0.005
vertebral un	43362	1	1	1.073	0.005
vertebras huesos	43362	1	1	1.073	0.005
vertical disección	43362	1	1	1.073	0.005
vertical histerectomía	43362	1	1	1.073	0.005
vertical ooforectomía	43362	1	1	1.073	0.005
vertical una	43362	1	1	1.073	0.005
verán afectados	43362	1	1	1.073	0.005
ves tomografía	43362	1	1	1.073	0.005
vestimenta y	43362	1	1	1.073	0.005
vestir ropa	43362	1	1	1.073	0.005
vestirse acostarse	43362	1	1	1.073	0.005
vestirse o	43362	1	1	1.073	0.005
vez alivie	43362	1	1	1.073	0.005
vez aspectos	43362	1	1	1.073	0.005
vez aumenten	43362	1	1	1.073	0.005
vez cambie	43362	1	1	1.073	0.005
vez cancell	43362	1	1	1.073	0.005
vez cannabis	43362	1	1	1.073	0.005
vez comer	43362	1	1	1.073	0.005
vez dañe	43362	1	1	1.073	0.005
vez deba	43362	1	1	1.073	0.005
vez den	43362	1	1	1.073	0.005
vez deprimido	43362	1	1	1.073	0.005
vez descubran	43362	1	1	1.073	0.005
vez desee	43362	1	1	1.073	0.005
vez destruyan	43362	1	1	1.073	0.005
vez disminuya	43362	1	1	1.073	0.005
vez durante	43362	1	1	1.073	0.005
vez dure	43362	1	1	1.073	0.005
vez estudios	43362	1	1	1.073	0.005
vez están	43362	1	1	1.073	0.005
vez esté	43362	1	1	1.073	0.005
vez falten	43362	1	1	1.073	0.005
vez haya	43362	1	1	1.073	0.005
vez impida	43362	1	1	1.073	0.005
vez impidan	43362	1	1	1.073	0.005
vez incluya	43362	1	1	1.073	0.005
vez incluyan	43362	1	1	1.073	0.005
vez indiquen	43362	1	1	1.073	0.005
vez la	43362	1	1	1.073	0.005
vez las	43362	1	1	1.073	0.005
vez le	43362	1	1	1.073	0.005
vez lleva	43362	1	1	1.073	0.005
vez lo	43362	1	1	1.073	0.005
vez ocurren	43362	1	1	1.073	0.005
vez participen	43362	1	1	1.073	0.005
vez pensar	43362	1	1	1.073	0.005
vez permita	43362	1	1	1.073	0.005
vez pero	43362	1	1	1.073	0.005
vez pierda	43362	1	1	1.073	0.005
vez podrían	43362	1	1	1.073	0.005
vez produzca	43362	1	1	1.073	0.005
vez produzcan	43362	1	1	1.073	0.005
vez quiera	43362	1	1	1.073	0.005
vez radioterapia	43362	1	1	1.073	0.005
vez realice	43362	1	1	1.073	0.005
vez reduzca	43362	1	1	1.073	0.005
vez seguida	43362	1	1	1.073	0.005
vez sin	43362	1	1	1.073	0.005
vez sirva	43362	1	1	1.073	0.005
vez también	43362	1	1	1.073	0.005
vez tienen	43362	1	1	1.073	0.005
vhb del	43362	1	1	1.073	0.005
vhb es	43362	1	1	1.073	0.005
vhb incluyen	43362	1	1	1.073	0.005
vhb la	43362	1	1	1.073	0.005
vhb mediante	43362	1	1	1.073	0.005
vhb son	43362	1	1	1.073	0.005
vhb y	43362	1	1	1.073	0.005
vhc aumenta	43362	1	1	1.073	0.005
vhc es	43362	1	1	1.073	0.005
vhc la	43362	1	1	1.073	0.005
vhc lo	43362	1	1	1.073	0.005
vhc puede	43362	1	1	1.073	0.005
vhc que	43362	1	1	1.073	0.005
vhc son	43362	1	1	1.073	0.005
vhh no	43362	1	1	1.073	0.005
vhh se	43362	1	1	1.073	0.005
vhh tienen	43362	1	1	1.073	0.005
vhl los	43362	1	1	1.073	0.005
vhl neurofibromatosis	43362	1	1	1.073	0.005
vhsk en	43362	1	1	1.073	0.005
vhsk la	43362	1	1	1.073	0.005
viaja en	43362	1	1	1.073	0.005
viaja por	43362	1	1	1.073	0.005
viajes cómo	43362	1	1	1.073	0.005
viajó recientemente	43362	1	1	1.073	0.005
vibraciones muy	43362	1	1	1.073	0.005
vibración en	43362	1	1	1.073	0.005
vibran y	43362	1	1	1.073	0.005
vida al	43362	1	1	1.073	0.005
vida antes	43362	1	1	1.073	0.005
vida apoyo	43362	1	1	1.073	0.005
vida cada	43362	1	1	1.073	0.005
vida causas	43362	1	1	1.073	0.005
vida ciertos	43362	1	1	1.073	0.005
vida conocer	43362	1	1	1.073	0.005
vida consumo	43362	1	1	1.073	0.005
vida dificultades	43362	1	1	1.073	0.005
vida disminuyeron	43362	1	1	1.073	0.005
vida embolización	43362	1	1	1.073	0.005
vida encontrar	43362	1	1	1.073	0.005
vida entender	43362	1	1	1.073	0.005
vida exenteración	43362	1	1	1.073	0.005
vida fibrosarcoma	43362	1	1	1.073	0.005
vida física	43362	1	1	1.073	0.005
vida hablar	43362	1	1	1.073	0.005
vida identificación	43362	1	1	1.073	0.005
vida incluso	43362	1	1	1.073	0.005
vida incluye	43362	1	1	1.073	0.005
vida información	43362	1	1	1.073	0.005
vida informan	43362	1	1	1.073	0.005
vida les	43362	1	1	1.073	0.005
vida mala	43362	1	1	1.073	0.005
vida mayor	43362	1	1	1.073	0.005
vida medicamentos	43362	1	1	1.073	0.005
vida mental	43362	1	1	1.073	0.005
vida modo	43362	1	1	1.073	0.005
vida muchas	43362	1	1	1.073	0.005
vida muchos	43362	1	1	1.073	0.005
vida necesitan	43362	1	1	1.073	0.005
vida ni	43362	1	1	1.073	0.005
vida nutrición	43362	1	1	1.073	0.005
vida omtpv	43362	1	1	1.073	0.005
vida opciones	43362	1	1	1.073	0.005
vida optpv	43362	1	1	1.073	0.005
vida otros	43362	1	1	1.073	0.005
vida permite	43362	1	1	1.073	0.005
vida pero	43362	1	1	1.073	0.005
vida prevenía	43362	1	1	1.073	0.005
vida programas	43362	1	1	1.073	0.005
vida prácticas	43362	1	1	1.073	0.005
vida quizás	43362	1	1	1.073	0.005
vida redujo	43362	1	1	1.073	0.005
vida resulta	43362	1	1	1.073	0.005
vida sensación	43362	1	1	1.073	0.005
vida sexual	43362	1	1	1.073	0.005
vida sin	43362	1	1	1.073	0.005
vida social	43362	1	1	1.073	0.005
vida sus	43362	1	1	1.073	0.005
vida síndrome	43362	1	1	1.073	0.005
vida también	43362	1	1	1.073	0.005
vida tengan	43362	1	1	1.073	0.005
vida tienen	43362	1	1	1.073	0.005
vida toda	43362	1	1	1.073	0.005
vida todas	43362	1	1	1.073	0.005
vida tranquilizar	43362	1	1	1.073	0.005
vida usted	43362	1	1	1.073	0.005
vidas cotidianas	43362	1	1	1.073	0.005
vidas es	43362	1	1	1.073	0.005
vidas las	43362	1	1	1.073	0.005
vidas sin	43362	1	1	1.073	0.005
video cirugía	43362	1	1	1.073	0.005
video en	43362	1	1	1.073	0.005
video y	43362	1	1	1.073	0.005
videojuegos los	43362	1	1	1.073	0.005
vidrio fragmentos	43362	1	1	1.073	0.005
viene de	43362	1	1	1.073	0.005
viene el	43362	1	1	1.073	0.005
vienen en	43362	1	1	1.073	0.005
vieron afectados	43362	1	1	1.073	0.005
vieron en	43362	1	1	1.073	0.005
vigilancia dosis	43362	1	1	1.073	0.005
vigilancia estrecha	43362	1	1	1.073	0.005
vigilancia la	43362	1	1	1.073	0.005
vigilancia los	43362	1	1	1.073	0.005
vigilancia minuciosa	43362	1	1	1.073	0.005
vigilancia puede	43362	1	1	1.073	0.005
vigilancia se	43362	1	1	1.073	0.005
vigilancia sin	43362	1	1	1.073	0.005
vigilancia vigilancia	43362	1	1	1.073	0.005
vigilar el	43362	1	1	1.073	0.005
vigilar muy	43362	1	1	1.073	0.005
vigilar si	43362	1	1	1.073	0.005
vigilará de	43362	1	1	1.073	0.005
vigilará los	43362	1	1	1.073	0.005
vigile de	43362	1	1	1.073	0.005
vigilia astrocitoma	43362	1	1	1.073	0.005
vigilia del	43362	1	1	1.073	0.005
vigilia entre	43362	1	1	1.073	0.005
vigilia que	43362	1	1	1.073	0.005
vigilia son	43362	1	1	1.073	0.005
vih ayuda	43362	1	1	1.073	0.005
vih biopsia	43362	1	1	1.073	0.005
vih ciertos	43362	1	1	1.073	0.005
vih cuando	43362	1	1	1.073	0.005
vih debilita	43362	1	1	1.073	0.005
vih enfermedad	43362	1	1	1.073	0.005
vih entre	43362	1	1	1.073	0.005
vih inmunodepresión	43362	1	1	1.073	0.005
vih linfoma	43362	1	1	1.073	0.005
vih los	43362	1	1	1.073	0.005
vih presentan	43362	1	1	1.073	0.005
vih puntos	43362	1	1	1.073	0.005
vih saber	43362	1	1	1.073	0.005
vih sida	43362	1	1	1.073	0.005
vih sistema	43362	1	1	1.073	0.005
vih también	43362	1	1	1.073	0.005
vih tener	43362	1	1	1.073	0.005
vih tratamiento	43362	1	1	1.073	0.005
vih un	43362	1	1	1.073	0.005
vilazodona irsn	43362	1	1	1.073	0.005
vin a	43362	1	1	1.073	0.005
vin antecedentes	43362	1	1	1.073	0.005
vin es	43362	1	1	1.073	0.005
vin escisión	43362	1	1	1.073	0.005
vin incluye	43362	1	1	1.073	0.005
vinagre al	43362	1	1	1.073	0.005
vinagre por	43362	1	1	1.073	0.005
vinblastina melanoma	43362	1	1	1.073	0.005
vinca como	43362	1	1	1.073	0.005
vinculados con	43362	1	1	1.073	0.005
vinculan con	43362	1	1	1.073	0.005
vinculó con	43362	1	1	1.073	0.005
vino evite	43362	1	1	1.073	0.005
vino rojo	43362	1	1	1.073	0.005
vinson los	43362	1	1	1.073	0.005
vinílico o	43362	1	1	1.073	0.005
vinílico puede	43362	1	1	1.073	0.005
vinílico y	43362	1	1	1.073	0.005
violaciones los	43362	1	1	1.073	0.005
violación u	43362	1	1	1.073	0.005
violentas como	43362	1	1	1.073	0.005
violeta para	43362	1	1	1.073	0.005
viorst j	43362	1	1	1.073	0.005
vipoma el	43362	1	1	1.073	0.005
vipoma estos	43362	1	1	1.073	0.005
vipoma hay	43362	1	1	1.073	0.005
vipoma prueba	43362	1	1	1.073	0.005
vipoma también	43362	1	1	1.073	0.005
vipomas que	43362	1	1	1.073	0.005
virtual con	43362	1	1	1.073	0.005
virtual el	43362	1	1	1.073	0.005
virtual es	43362	1	1	1.073	0.005
virtual presenta	43362	1	1	1.073	0.005
virtual procedimiento	43362	1	1	1.073	0.005
virtual suele	43362	1	1	1.073	0.005
virus causa	43362	1	1	1.073	0.005
virus como	43362	1	1	1.073	0.005
virus e	43362	1	1	1.073	0.005
virus ensayo	43362	1	1	1.073	0.005
virus entran	43362	1	1	1.073	0.005
virus es	43362	1	1	1.073	0.005
virus estos	43362	1	1	1.073	0.005
virus fue	43362	1	1	1.073	0.005
virus infecciones	43362	1	1	1.073	0.005
virus interesante	43362	1	1	1.073	0.005
virus linfotrópico	43362	1	1	1.073	0.005
virus luego	43362	1	1	1.073	0.005
virus mediante	43362	1	1	1.073	0.005
virus oncolítico	43362	1	1	1.073	0.005
virus oncolíticos	43362	1	1	1.073	0.005
virus penetren	43362	1	1	1.073	0.005
virus presentan	43362	1	1	1.073	0.005
virus sangrado	43362	1	1	1.073	0.005
virus solo	43362	1	1	1.073	0.005
visita aconsejar	43362	1	1	1.073	0.005
visita de	43362	1	1	1.073	0.005
visita obtenga	43362	1	1	1.073	0.005
visitan al	43362	1	1	1.073	0.005
visitar el	43362	1	1	1.073	0.005
visitas a	43362	1	1	1.073	0.005
visitó la	43362	1	1	1.073	0.005
visión aumento	43362	1	1	1.073	0.005
visión cuando	43362	1	1	1.073	0.005
visión dolor	43362	1	1	1.073	0.005
visión en	43362	1	1	1.073	0.005
visión negativa	43362	1	1	1.073	0.005
visión nublada	43362	1	1	1.073	0.005
visión períodos	43362	1	1	1.073	0.005
visión problemas	43362	1	1	1.073	0.005
visión pérdida	43362	1	1	1.073	0.005
visión sea	43362	1	1	1.073	0.005
visión sensación	43362	1	1	1.073	0.005
visión u	43362	1	1	1.073	0.005
visión visión	43362	1	1	1.073	0.005
visión útil	43362	1	1	1.073	0.005
vismodegib es	43362	1	1	1.073	0.005
vismodegib o	43362	1	1	1.073	0.005
vismodegib participación	43362	1	1	1.073	0.005
vismodegib y	43362	1	1	1.073	0.005
visomotora entre	43362	1	1	1.073	0.005
vista audición	43362	1	1	1.073	0.005
vista aumento	43362	1	1	1.073	0.005
vista como	43362	1	1	1.073	0.005
vista cuerpos	43362	1	1	1.073	0.005
vista del	43362	1	1	1.073	0.005
vista el	43362	1	1	1.073	0.005
vista en	43362	1	1	1.073	0.005
vista es	43362	1	1	1.073	0.005
vista grupo	43362	1	1	1.073	0.005
vista náuseas	43362	1	1	1.073	0.005
vista olfato	43362	1	1	1.073	0.005
vista para	43362	1	1	1.073	0.005
vista por	43362	1	1	1.073	0.005
vista prueba	43362	1	1	1.073	0.005
vista retinoblastoma	43362	1	1	1.073	0.005
vista si	43362	1	1	1.073	0.005
vista sistema	43362	1	1	1.073	0.005
vista tomografía	43362	1	1	1.073	0.005
visual grupo	43362	1	1	1.073	0.005
visual o	43362	1	1	1.073	0.005
visuales o	43362	1	1	1.073	0.005
vital documento	43362	1	1	1.073	0.005
vital fluye	43362	1	1	1.073	0.005
vital incluirán	43362	1	1	1.073	0.005
vital las	43362	1	1	1.073	0.005
vital para	43362	1	1	1.073	0.005
vital y	43362	1	1	1.073	0.005
vitales es	43362	1	1	1.073	0.005
vitamin d	43362	1	1	1.073	0.005
vitamina cómo	43362	1	1	1.073	0.005
vitamina q	43362	1	1	1.073	0.005
vitamina soluble	43362	1	1	1.073	0.005
vitaminas a	43362	1	1	1.073	0.005
vitaminas aumentaban	43362	1	1	1.073	0.005
vitaminas como	43362	1	1	1.073	0.005
vitaminas medicamentos	43362	1	1	1.073	0.005
vitaminas no	43362	1	1	1.073	0.005
vitaminas puedan	43362	1	1	1.073	0.005
vitaminas se	43362	1	1	1.073	0.005
vitamins no	43362	1	1	1.073	0.005
vitelino el	43362	1	1	1.073	0.005
vitelino elaboran	43362	1	1	1.073	0.005
vitelino los	43362	1	1	1.073	0.005
vitelino o	43362	1	1	1.073	0.005
vitelino producen	43362	1	1	1.073	0.005
vitelino tumores	43362	1	1	1.073	0.005
vitro fiv	43362	1	1	1.073	0.005
vitro fuera	43362	1	1	1.073	0.005
viva aunque	43362	1	1	1.073	0.005
viva como	43362	1	1	1.073	0.005
viva pero	43362	1	1	1.073	0.005
viva por	43362	1	1	1.073	0.005
viva y	43362	1	1	1.073	0.005
vivan mucho	43362	1	1	1.073	0.005
vivan tanto	43362	1	1	1.073	0.005
vivan un	43362	1	1	1.073	0.005
vivas y	43362	1	1	1.073	0.005
vive el	43362	1	1	1.073	0.005
vive en	43362	1	1	1.073	0.005
vive o	43362	1	1	1.073	0.005
vive y	43362	1	1	1.073	0.005
viven cerca	43362	1	1	1.073	0.005
viven con	43362	1	1	1.073	0.005
viven durante	43362	1	1	1.073	0.005
viven en	43362	1	1	1.073	0.005
viven estas	43362	1	1	1.073	0.005
viven los	43362	1	1	1.073	0.005
viven menos	43362	1	1	1.073	0.005
viven sus	43362	1	1	1.073	0.005
viven tanto	43362	1	1	1.073	0.005
vivencia de	43362	1	1	1.073	0.005
vivido en	43362	1	1	1.073	0.005
vivienda la	43362	1	1	1.073	0.005
vivienda menos	43362	1	1	1.073	0.005
vivieran más	43362	1	1	1.073	0.005
vivieron menos	43362	1	1	1.073	0.005
vivieron por	43362	1	1	1.073	0.005
vivir años	43362	1	1	1.073	0.005
vivir esa	43362	1	1	1.073	0.005
vivir junto	43362	1	1	1.073	0.005
vivir restablecimiento	43362	1	1	1.073	0.005
vivir se	43362	1	1	1.073	0.005
vivirla sensación	43362	1	1	1.073	0.005
vivo como	43362	1	1	1.073	0.005
vivo cuya	43362	1	1	1.073	0.005
vivo después	43362	1	1	1.073	0.005
vivo especialmente	43362	1	1	1.073	0.005
vivo mediante	43362	1	1	1.073	0.005
vivo uso	43362	1	1	1.073	0.005
vivo y	43362	1	1	1.073	0.005
vivos los	43362	1	1	1.073	0.005
vlht causa	43362	1	1	1.073	0.005
vma es	43362	1	1	1.073	0.005
vma puede	43362	1	1	1.073	0.005
vmat se	43362	1	1	1.073	0.005
vmat tipo	43362	1	1	1.073	0.005
vocales a	43362	1	1	1.073	0.005
vocales hasta	43362	1	1	1.073	0.005
vocales hay	43362	1	1	1.073	0.005
vocales laringectomía	43362	1	1	1.073	0.005
vocales se	43362	1	1	1.073	0.005
vocales subglotis	43362	1	1	1.073	0.005
volante un	43362	1	1	1.073	0.005
volumétrica modulada	43362	1	1	1.073	0.005
voluntario cerebelo	43362	1	1	1.073	0.005
voluntario el	43362	1	1	1.073	0.005
voluntario los	43362	1	1	1.073	0.005
voluntario médula	43362	1	1	1.073	0.005
voluntarios a	43362	1	1	1.073	0.005
voluntarios de	43362	1	1	1.073	0.005
voluntarios el	43362	1	1	1.073	0.005
voluntarios los	43362	1	1	1.073	0.005
volver algunos	43362	1	1	1.073	0.005
volver cancerosa	43362	1	1	1.073	0.005
volver durante	43362	1	1	1.073	0.005
volver el	43362	1	1	1.073	0.005
volver hiperactiva	43362	1	1	1.073	0.005
volver la	43362	1	1	1.073	0.005
volver muchos	43362	1	1	1.073	0.005
volver más	43362	1	1	1.073	0.005
volver solo	43362	1	1	1.073	0.005
volver una	43362	1	1	1.073	0.005
volver y	43362	1	1	1.073	0.005
volverse células	43362	1	1	1.073	0.005
volverse menos	43362	1	1	1.073	0.005
volverse más	43362	1	1	1.073	0.005
volverse temerosos	43362	1	1	1.073	0.005
volverá hay	43362	1	1	1.073	0.005
volverá más	43362	1	1	1.073	0.005
volverá oncotype	43362	1	1	1.073	0.005
volvieron cancerosas	43362	1	1	1.073	0.005
volvieron en	43362	1	1	1.073	0.005
volvieron que	43362	1	1	1.073	0.005
volvieron un	43362	1	1	1.073	0.005
volvió aspectos	43362	1	1	1.073	0.005
volvió canceroso	43362	1	1	1.073	0.005
volvió cerca	43362	1	1	1.073	0.005
volvió con	43362	1	1	1.073	0.005
volvió cáncer	43362	1	1	1.073	0.005
volvió debe	43362	1	1	1.073	0.005
volvió dentro	43362	1	1	1.073	0.005
volvió dolor	43362	1	1	1.073	0.005
volvió durante	43362	1	1	1.073	0.005
volvió edad	43362	1	1	1.073	0.005
volvió estadificación	43362	1	1	1.073	0.005
volvió fumar	43362	1	1	1.073	0.005
volvió incluye	43362	1	1	1.073	0.005
volvió interrumpir	43362	1	1	1.073	0.005
volvió maligno	43362	1	1	1.073	0.005
volvió opciones	43362	1	1	1.073	0.005
volvió por	43362	1	1	1.073	0.005
volvió prueba	43362	1	1	1.073	0.005
volvió radioterapia	43362	1	1	1.073	0.005
volvió realice	43362	1	1	1.073	0.005
volvió recidivó	43362	1	1	1.073	0.005
volvió sarcoma	43362	1	1	1.073	0.005
volvió solo	43362	1	1	1.073	0.005
volvió tumor	43362	1	1	1.073	0.005
volvió y	43362	1	1	1.073	0.005
vomitar cambios	43362	1	1	1.073	0.005
vomitar debilidad	43362	1	1	1.073	0.005
vomitar es	43362	1	1	1.073	0.005
vomitar pida	43362	1	1	1.073	0.005
vomitar también	43362	1	1	1.073	0.005
von recklinghausen	43362	1	1	1.073	0.005
vorinostat es	43362	1	1	1.073	0.005
vorinostat y	43362	1	1	1.073	0.005
voy a	43362	1	1	1.073	0.005
voz ausencia	43362	1	1	1.073	0.005
voz como	43362	1	1	1.073	0.005
voz de	43362	1	1	1.073	0.005
voz dientes	43362	1	1	1.073	0.005
voz disección	43362	1	1	1.073	0.005
voz e	43362	1	1	1.073	0.005
voz estos	43362	1	1	1.073	0.005
voz laringectomía	43362	1	1	1.073	0.005
voz o	43362	1	1	1.073	0.005
voz para	43362	1	1	1.073	0.005
voz rabdomiosarcoma	43362	1	1	1.073	0.005
vph a	43362	1	1	1.073	0.005
vph antes	43362	1	1	1.073	0.005
vph cause	43362	1	1	1.073	0.005
vph desaparecen	43362	1	1	1.073	0.005
vph disminuyen	43362	1	1	1.073	0.005
vph dura	43362	1	1	1.073	0.005
vph especialmente	43362	1	1	1.073	0.005
vph este	43362	1	1	1.073	0.005
vph esto	43362	1	1	1.073	0.005
vph está	43362	1	1	1.073	0.005
vph ha	43362	1	1	1.073	0.005
vph imágenes	43362	1	1	1.073	0.005
vph llamado	43362	1	1	1.073	0.005
vph mientras	43362	1	1	1.073	0.005
vph neoplasia	43362	1	1	1.073	0.005
vph o	43362	1	1	1.073	0.005
vph otros	43362	1	1	1.073	0.005
vph permite	43362	1	1	1.073	0.005
vph por	43362	1	1	1.073	0.005
vph presencia	43362	1	1	1.073	0.005
vph pruebas	43362	1	1	1.073	0.005
vph realice	43362	1	1	1.073	0.005
vph reduce	43362	1	1	1.073	0.005
vph reducen	43362	1	1	1.073	0.005
vph relacionado	43362	1	1	1.073	0.005
vph ser	43362	1	1	1.073	0.005
vph si	43362	1	1	1.073	0.005
vph sin	43362	1	1	1.073	0.005
vph también	43362	1	1	1.073	0.005
vph tiene	43362	1	1	1.073	0.005
vph tipo	43362	1	1	1.073	0.005
vph todavía	43362	1	1	1.073	0.005
vse radiografía	43362	1	1	1.073	0.005
vse tomografía	43362	1	1	1.073	0.005
vuelta a	43362	1	1	1.073	0.005
vuelto a	43362	1	1	1.073	0.005
vuelto con	43362	1	1	1.073	0.005
vuelto es	43362	1	1	1.073	0.005
vuelto esperar	43362	1	1	1.073	0.005
vuelto tratamiento	43362	1	1	1.073	0.005
vuelva angosto	43362	1	1	1.073	0.005
vuelva cada	43362	1	1	1.073	0.005
vuelva cirugía	43362	1	1	1.073	0.005
vuelva cuando	43362	1	1	1.073	0.005
vuelva edad	43362	1	1	1.073	0.005
vuelva es	43362	1	1	1.073	0.005
vuelva esto	43362	1	1	1.073	0.005
vuelva estos	43362	1	1	1.073	0.005
vuelva está	43362	1	1	1.073	0.005
vuelva hasta	43362	1	1	1.073	0.005
vuelva hiperactiva	43362	1	1	1.073	0.005
vuelva isotretinoína	43362	1	1	1.073	0.005
vuelva los	43362	1	1	1.073	0.005
vuelva participación	43362	1	1	1.073	0.005
vuelva permanente	43362	1	1	1.073	0.005
vuelva que	43362	1	1	1.073	0.005
vuelva sensación	43362	1	1	1.073	0.005
vuelva sentir	43362	1	1	1.073	0.005
vuelva si	43362	1	1	1.073	0.005
vuelva sin	43362	1	1	1.073	0.005
vuelva también	43362	1	1	1.073	0.005
vuelva tratamiento	43362	1	1	1.073	0.005
vuelvan a	43362	1	1	1.073	0.005
vuelvan al	43362	1	1	1.073	0.005
vuelvan blancos	43362	1	1	1.073	0.005
vuelvan el	43362	1	1	1.073	0.005
vuelvan en	43362	1	1	1.073	0.005
vuelvan es	43362	1	1	1.073	0.005
vuelvan glóbulos	43362	1	1	1.073	0.005
vuelvan gruesos	43362	1	1	1.073	0.005
vuelvan las	43362	1	1	1.073	0.005
vuelvan los	43362	1	1	1.073	0.005
vuelvan o	43362	1	1	1.073	0.005
vuelvan raza	43362	1	1	1.073	0.005
vuelve aunque	43362	1	1	1.073	0.005
vuelve cuando	43362	1	1	1.073	0.005
vuelve cómo	43362	1	1	1.073	0.005
vuelve el	43362	1	1	1.073	0.005
vuelve estadios	43362	1	1	1.073	0.005
vuelve esto	43362	1	1	1.073	0.005
vuelve fuera	43362	1	1	1.073	0.005
vuelve incómoda	43362	1	1	1.073	0.005
vuelve las	43362	1	1	1.073	0.005
vuelve los	43362	1	1	1.073	0.005
vuelve luego	43362	1	1	1.073	0.005
vuelve menos	43362	1	1	1.073	0.005
vuelve mieloma	43362	1	1	1.073	0.005
vuelve mola	43362	1	1	1.073	0.005
vuelve pecosa	43362	1	1	1.073	0.005
vuelve radioterapia	43362	1	1	1.073	0.005
vuelve si	43362	1	1	1.073	0.005
vuelve sin	43362	1	1	1.073	0.005
vuelve y	43362	1	1	1.073	0.005
vuelven adictos	43362	1	1	1.073	0.005
vuelven anormales	43362	1	1	1.073	0.005
vuelven con	43362	1	1	1.073	0.005
vuelven dentro	43362	1	1	1.073	0.005
vuelven el	43362	1	1	1.073	0.005
vuelven en	43362	1	1	1.073	0.005
vuelven graves	43362	1	1	1.073	0.005
vuelven incluye	43362	1	1	1.073	0.005
vuelven por	43362	1	1	1.073	0.005
vuelven realidad	43362	1	1	1.073	0.005
vuelven resistentes	43362	1	1	1.073	0.005
vuelven sensibles	43362	1	1	1.073	0.005
vuelven terapia	43362	1	1	1.073	0.005
vuelven tumores	43362	1	1	1.073	0.005
vuelven un	43362	1	1	1.073	0.005
vuelven una	43362	1	1	1.073	0.005
vulnerabilidad y	43362	1	1	1.073	0.005
vulva a	43362	1	1	1.073	0.005
vulva afecta	43362	1	1	1.073	0.005
vulva algunos	43362	1	1	1.073	0.005
vulva biopsia	43362	1	1	1.073	0.005
vulva ciertos	43362	1	1	1.073	0.005
vulva como	43362	1	1	1.073	0.005
vulva comprende	43362	1	1	1.073	0.005
vulva con	43362	1	1	1.073	0.005
vulva consulte	43362	1	1	1.073	0.005
vulva cualquier	43362	1	1	1.073	0.005
vulva donde	43362	1	1	1.073	0.005
vulva durante	43362	1	1	1.073	0.005
vulva entre	43362	1	1	1.073	0.005
vulva estas	43362	1	1	1.073	0.005
vulva hay	43362	1	1	1.073	0.005
vulva infección	43362	1	1	1.073	0.005
vulva información	43362	1	1	1.073	0.005
vulva inmunoterapia	43362	1	1	1.073	0.005
vulva la	43362	1	1	1.073	0.005
vulva las	43362	1	1	1.073	0.005
vulva metastásico	43362	1	1	1.073	0.005
vulva no	43362	1	1	1.073	0.005
vulva que	43362	1	1	1.073	0.005
vulva sangrado	43362	1	1	1.073	0.005
vulva sin	43362	1	1	1.073	0.005
vulva son	43362	1	1	1.073	0.005
vulva también	43362	1	1	1.073	0.005
vulva terapia	43362	1	1	1.073	0.005
vulva tienen	43362	1	1	1.073	0.005
vulva vulvectomía	43362	1	1	1.073	0.005
vulvectomía procedimiento	43362	1	1	1.073	0.005
válido el	43362	1	1	1.073	0.005
válvula cardíaca	43362	1	1	1.073	0.005
válvula cuando	43362	1	1	1.073	0.005
válvula está	43362	1	1	1.073	0.005
válvulas del	43362	1	1	1.073	0.005
válvulas electrocardiograma	43362	1	1	1.073	0.005
vértebra hay	43362	1	1	1.073	0.005
vértebras los	43362	1	1	1.073	0.005
vértebras rodean	43362	1	1	1.073	0.005
vértigo después	43362	1	1	1.073	0.005
vía como	43362	1	1	1.073	0.005
vía intramuscular	43362	1	1	1.073	0.005
vía iv	43362	1	1	1.073	0.005
vía nueva	43362	1	1	1.073	0.005
vía rectal	43362	1	1	1.073	0.005
vía sublingual	43362	1	1	1.073	0.005
vía transcutánea	43362	1	1	1.073	0.005
vía visual	43362	1	1	1.073	0.005
vía yugal	43362	1	1	1.073	0.005
vía óptica	43362	1	1	1.073	0.005
vías aéreas	43362	1	1	1.073	0.005
vías de	43362	1	1	1.073	0.005
vídeo han	43362	1	1	1.073	0.005
vídeo pregunte	43362	1	1	1.073	0.005
vídeo una	43362	1	1	1.073	0.005
vídeos pueden	43362	1	1	1.073	0.005
vínculo entre	43362	1	1	1.073	0.005
vínculo más	43362	1	1	1.073	0.005
vínculos entre	43362	1	1	1.073	0.005
víricas las	43362	1	1	1.073	0.005
víricas los	43362	1	1	1.073	0.005
víricas recuento	43362	1	1	1.073	0.005
víricas sangrado	43362	1	1	1.073	0.005
vístase con	43362	1	1	1.073	0.005
